Date,T 1/2,Lower bar,Upper bar
41057.5677314815,6.01081517286957,0.004643734903442,0.004650921164981
41060.3542592593,6.00769291586603,0.003683729181842,0.003688252223395
41067.4070023148,6.01305477497632,0.004201179458671,0.004207058203225
41071.5478356481,6.01144328488577,0.004204705307998,0.004210595511884
41074.6127893519,6.01114036997459,0.004503935546359,0.004510694955756
41078.5844444444,6.00921781643651,0.00428095070878,0.004287058887363
41081.5997800926,6.00729124927312,0.004385464408807,0.004391876756203
41085.6781712963,6.01235211385431,0.004414950685529,0.004421444136828
41088.5168171296,6.02495980473867,0.00442931172231,0.00443583382084
41092.6551273148,6.00985068751306,0.004138972071772,0.004144680938611
41096.7903703704,6.00821687424529,0.004306872800819,0.004313056260933
41099.5834953704,6.0111592270154,0.004485648904407,0.004492353474917
41102.5485763889,6.01011605385695,0.003790409419717,0.003795196464861
41106.5265162037,6.01098054801872,0.004811469941354,0.004819184943361
41109.5518171296,6.00810341310231,0.004821965452735,0.004829717893473
41113.6245486111,6.0157969686395,0.004436966582609,0.004443521243736
41116.6722222222,6.01443103604666,0.003844808425156,0.003849730412235
41121.6483796296,6.01498260427442,0.003857132240128,0.003862085396297
41123.6887037037,6.01442324093183,0.003516045287826,0.003520161075914
41130.5828009259,6.01044163789832,0.004488441473133,0.00449515520309
41135.6828703704,6.01080441751593,0.005520848927934,0.005531009254036
41137.5121412037,6.00526205036047,0.003618989726739,0.003623356860477
41141.4138194445,6.0123036177234,0.003969228705899,0.003974476480176
41144.4255324074,6.01400070099594,0.004014113804047,0.004019479499513
41149.6741898148,6.00501263151448,0.003788060745961,0.003792845925159
41151.5891203704,6.01251908866038,0.004637267413389,0.0046444316223
41156.6387615741,6.01042627238693,0.005129015566953,0.005137784254639
41158.6990162037,6.01073877287634,0.004646953060472,0.004654149385098
41162.4551041667,6.00534119764609,0.004811884748114,0.004819608339196
41165.4584490741,6.01094388313403,0.004140095033717,0.004145805960653
41169.6587037037,6.00760187551917,0.004336680830789,0.004342950884045
41172.6117708333,6.01134340678889,0.004210514800134,0.004216421401542
41177.7168518519,6.00695831167633,0.004873030237436,0.004880949391435
41179.7334143519,6.01092777829815,0.004284650210881,0.004290767215554
41184.4813541667,6.01590502570673,0.004461170383599,0.004467796685767
41186.4691898148,6.00945944252926,0.003624822700627,0.003629200868019
41190.6550115741,6.00873543204704,0.00422859206677,0.004234552120664
41193.6386458333,6.00681884658111,0.003679240604831,0.003683753281174
41197.7215856482,6.01338370767345,0.004771469942882,0.004779054063214
41200.6313310185,6.00808622617362,0.004666381372046,0.004673641252034
41204.5570833333,6.00835116595307,0.004952130350891,0.004960306999081
41207.7057060185,6.0146693730465,0.003774393223534,0.00377913627605
41211.6756828704,6.01612384120744,0.003722132499713,0.003726743918968
41214.4241203704,6.01329375553605,0.003864153593351,0.003869126208542
41219.7091435185,6.01154243115543,0.004498361784164,0.004505104009788
41221.6319212963,6.01264969900654,0.003746763452892,0.003751438847161
41225.5991319444,6.01889664149511,0.004806558751478,0.004814247856823
41228.3755208333,6.01180532304939,0.003787545253975,0.00379232371799
41233.5573611111,6.01532350522911,0.003263001725271,0.003266545589166
41239.6412615741,6.00901027070489,0.004616663334961,0.004623768125872
41242.5243518519,6.01194338347108,0.004212015491384,0.004217925716191
41246.568287037,6.01097513725557,0.004817981713433,0.004825717636073
41254.5884490741,6.00948465060016,0.005396065206273,0.005405773161669
41263.7071759259,6.01941045743026,0.005739537014788,0.005750503280227
41274.3728125,6.01505155462007,0.003552561862517,0.003556763196844
41281.6372106482,6.00469313713963,0.003629718646934,0.003634112145258
41284.6085532407,6.01142667147247,0.003822629300669,0.003827497064422
41288.5770601852,6.01864536494977,0.003320012940351,0.003323679765413
41291.5369675926,6.00724219369857,0.003537018612078,0.003541188662095
41295.5971759259,5.99726320138108,0.004747161232223,0.004754688423143
41298.5210069444,6.01091490544373,0.004274087662691,0.00428017453681
41302.4637962963,6.01281128547874,0.003736529715355,0.003741179463225
41305.6324305556,6.00644118059304,0.003779023887813,0.003783785114605
41307.690474537,6.00957931165594,0.003967684694399,0.003972930764305
41313.6339930556,6.013105706377,0.003844948753705,0.003849872186615
41316.6472800926,6.00941194627852,0.004934587975009,0.004942705313084
41319.6586226852,6.01591821720974,0.003334958947375,0.003338660558833
41323.5848611111,6.01309645361234,0.004347513297561,0.004353808969862
41326.5462962963,6.00793608672355,0.003912945435148,0.003918049055407
41330.4164930556,6.01185611795128,0.004052090173363,0.004057559897944
41333.5707175926,6.01411088473102,0.003677600923158,0.003682104102333
41337.6541203704,6.00849375363782,0.004320973469917,0.004327197227546
41340.5940509259,6.01717278189511,0.004805456302631,0.004813144083724
41344.5709027778,6.01146667170776,0.0037673175069,0.003772045302322
41347.5851736111,6.00939113201147,0.003806460723315,0.003811289006777
41351.5669560185,6.0103818445857,0.003774066505303,0.003778812123347
41354.5124652778,6.00857137774308,0.00470586398075,0.004713246733369
41358.6371527778,6.05206699559697,0.006298664894589,0.006311802862539
41362.5666666667,6.01432647471878,0.004186665201928,0.004192502132417
41365.4128240741,6.01080751992692,0.004318364408831,0.004324578251062
41368.4134143519,6.01248165393239,0.004629443770551,0.004636583851958
41372.6008217593,6.01098229240515,0.004282568557856,0.004288679560466
41375.619224537,6.00748164117518,0.004428776833372,0.004435316354419
41379.6486342593,6.00538861754743,0.004886638032511,0.004894603597312
41383.6165972222,6.01242549108371,0.003815868926129,0.003820718669937
41387.6894444445,6.01380352441276,0.003756250908478,0.003760949122679
41389.6772106482,6.00817732295247,0.004758702882225,0.004766252986226
41394.5830324074,6.00903019260418,0.00376513798858,0.003769862228943
41400.4307638889,6.01197858089649,0.004253860220246,0.004259888508612
41403.5914467593,6.00991963771315,0.004919252099456,0.004927318337455
41407.4390509259,6.01335459092776,0.00460277578247,0.00460983275083
41410.4641319444,6.00969802411807,0.004357176961622,0.004363504254651
41414.5567361111,6.0132624958389,0.003764217261001,0.003768935862073
41417.5019097222,6.01160275053453,0.004092464637927,0.004098044215198
41422.6235648148,6.01482638635633,0.003675050090904,0.003679546485905
41424.5525347222,6.01421918740847,0.003465751910688,0.003469750865603
41428.6506944444,6.0159455801234,0.00330277658263,0.00330640704225
41431.6154282408,6.00651262374895,0.004659500598201,0.004666740966678
41435.6031365741,6.01391336782829,0.004491187269622,0.004497905336196
41438.59625,6.00798923212343,0.00361822461045,0.00362258791279
41442.7037615741,6.01169785880941,0.004117145915283,0.004122792952297
41445.6291087963,6.06381436535555,0.007204896134565,0.007222058328855
41449.4343402778,6.00649218029373,0.004941593616744,0.004949738002178
41452.498287037,6.00873649302845,0.005031999639495,0.005040441847467
41457.5762268519,6.01193071196346,0.00436254907054,0.004368889627775
41459.4652199074,6.01040193411796,0.00516939324228,0.005178300690696
41463.6422685185,6.01055868165739,0.003648725419464,0.003653160741092
41466.6861574074,6.00712898197189,0.004596663831479,0.004603709361673
41470.4971643519,6.00678558762043,0.003692553549753,0.003697098987839
41473.4156944444,6.01315818100571,0.005032517422308,0.005040955149656
41479.6623032408,6.0055073391144,0.004519072030261,0.004525883375855
41480.5055208333,6.01679657815245,0.003806087924896,0.003810909313065
41484.5615625,6.01795055042924,0.004445315570178,0.004451892582482
41487.6222569444,6.01347567866033,0.003439931262896,0.003443871307294
41491.6191550926,6.02004878966461,0.004427571332776,0.004434093627367
41494.6085648148,6.01355087924566,0.003945839288158,0.003951024280235
41498.7337731481,6.03384224642591,0.006700742312911,0.006715658146925
